Freelancer_ID,Job_Category,Platform,Experience_Level,Client_Region,Payment_Method,Job_Completed,Earnings_USD,Hourly_Rate,Job_Success_Rate,Client_Rating,Job_Duration_Days,Project_Type,Rehire_Rate,Marketing_Spend
990,Digital Marketing,Fiverr,Intermediate,Australia,PayPal,225,3390,18.64,90.96,3.08,73,Fixed,58.3,194
991,Customer Support,Fiverr,Expert,UK,PayPal,220,3038,50.81,89.97,3.53,54,Hourly,32.13,465
992,App Development,Toptal,Beginner,UK,PayPal,235,3201,72.41,84.73,4.2,71,Fixed,13.9,490
993,SEO,Upwork,Beginner,Australia,Crypto,173,3065,63.18,63.61,3.59,46,Hourly,52.69,281
994,Content Writing,Fiverr,Intermediate,USA,PayPal,46,9063,95.36,79.51,4.43,28,Hourly,26.86,5
995,Data Entry,Toptal,Beginner,UK,Bank Transfer,262,6395,82.69,68.05,4.52,17,Fixed,37.08,378
996,Customer Support,Upwork,Intermediate,Asia,PayPal,200,3624,87.55,54.58,3.21,48,Hourly,15.64,299
997,Web Development,Upwork,Intermediate,Middle East,Bank Transfer,100,7888,56.46,95.87,4.03,44,Hourly,20.3,57
998,Graphic Design,Freelancer,Beginner,Middle East,Mobile Banking,18,1658,36.09,56.84,4.02,60,Hourly,30.86,336
999,Content Writing,Toptal,Intermediate,Middle East,Bank Transfer,117,609,71.66,97.51,3.74,60,Hourly,16.28,301
1000,Customer Support,Upwork,Beginner,Canada,Mobile Banking,81,6671,46.71,72.3,4.87,5,Fixed,73.76,101
1001,Data Entry,Freelancer,Intermediate,Asia,Mobile Banking,281,7176,32.34,59.26,4.66,69,Fixed,10.42,425
1002,App Development,PeoplePerHour,Beginner,Canada,Bank Transfer,164,5615,19.47,77.1,4.39,78,Fixed,43.87,47
1003,Digital Marketing,Toptal,Intermediate,USA,Mobile Banking,123,4485,55.15,93.65,4.43,70,Fixed,18.63,369
1004,App Development,PeoplePerHour,Beginner,Australia,Bank Transfer,165,5700,61.45,86.61,3.92,7,Hourly,31.54,410
1005,Customer Support,Upwork,Intermediate,Europe,Crypto,150,8853,59.03,90.33,4.84,53,Hourly,74.82,275
1006,Data Entry,Toptal,Intermediate,Asia,Mobile Banking,167,1931,16.07,82.94,4.39,17,Hourly,21.32,453
1007,App Development,Freelancer,Intermediate,USA,Bank Transfer,183,4219,59.15,84.61,4.46,59,Hourly,77.61,370
1008,App Development,Upwork,Beginner,Europe,Mobile Banking,93,3913,21.0,92.46,4.72,9,Fixed,24.41,162
1009,Graphic Design,Toptal,Expert,USA,PayPal,227,7486,68.05,62.48,3.55,22,Fixed,61.91,331
1010,SEO,Toptal,Intermediate,Canada,Bank Transfer,270,3758,45.79,74.47,4.61,45,Fixed,48.27,431
1011,Customer Support,PeoplePerHour,Intermediate,Middle East,PayPal,243,1759,85.63,61.06,3.39,73,Hourly,71.91,450
1012,Graphic Design,Upwork,Beginner,Australia,Mobile Banking,38,7910,78.94,99.38,3.69,59,Hourly,48.78,495
1013,Customer Support,Freelancer,Intermediate,Canada,Mobile Banking,171,1742,73.82,97.2,3.67,80,Hourly,47.42,195
1014,Web Development,Freelancer,Intermediate,Australia,Crypto,129,9487,71.57,51.97,4.96,13,Hourly,23.68,376
1015,Web Development,Upwork,Intermediate,Asia,Bank Transfer,228,175,58.25,85.28,4.71,83,Fixed,21.64,435
1016,Graphic Design,Upwork,Intermediate,Europe,PayPal,154,1249,10.81,96.26,4.4,12,Fixed,74.15,364
1017,Content Writing,Fiverr,Expert,USA,Crypto,193,6142,67.27,59.03,4.45,36,Fixed,32.95,323
1018,Content Writing,PeoplePerHour,Expert,UK,Mobile Banking,47,2761,49.36,78.4,4.12,10,Hourly,36.05,131
1019,App Development,Upwork,Intermediate,UK,Mobile Banking,33,9232,49.61,95.77,4.89,16,Fixed,63.19,422
1020,App Development,Upwork,Intermediate,Australia,Crypto,124,9763,41.01,51.7,3.99,19,Hourly,33.72,404
1021,Digital Marketing,Fiverr,Intermediate,Middle East,PayPal,35,6278,93.26,84.87,3.76,6,Fixed,76.64,491
1022,Web Development,Fiverr,Expert,Middle East,Mobile Banking,185,6045,28.7,64.87,3.33,4,Fixed,61.65,65
1023,Customer Support,Toptal,Expert,Australia,Mobile Banking,166,8232,35.08,96.22,4.57,30,Hourly,51.82,399
1024,Digital Marketing,Freelancer,Beginner,Canada,Bank Transfer,132,5552,96.49,98.55,4.47,46,Hourly,71.66,390
1025,Web Development,PeoplePerHour,Beginner,UK,Crypto,259,5810,81.96,97.21,3.77,27,Hourly,13.47,82
1026,Graphic Design,Toptal,Intermediate,Canada,Mobile Banking,298,5632,6.34,73.71,3.05,45,Fixed,27.99,490
1027,Content Writing,Upwork,Intermediate,Europe,PayPal,258,2548,91.08,93.1,4.68,85,Fixed,42.55,480
1028,App Development,Fiverr,Expert,UK,Bank Transfer,134,2615,26.53,92.23,3.02,37,Fixed,25.89,264
1029,Content Writing,Freelancer,Intermediate,Europe,Crypto,16,7039,72.06,65.96,4.41,9,Fixed,62.07,228
1030,Graphic Design,Toptal,Intermediate,USA,PayPal,39,4840,57.54,91.45,4.94,61,Hourly,74.34,272
1031,Digital Marketing,Freelancer,Expert,Canada,Mobile Banking,202,5074,56.0,51.85,3.88,35,Fixed,39.66,218
1032,Digital Marketing,Fiverr,Expert,Australia,Crypto,252,8357,73.2,79.81,3.47,47,Hourly,33.95,224
1033,Data Entry,Toptal,Expert,UK,Crypto,114,1081,24.68,61.5,4.41,21,Fixed,77.31,112
1034,App Development,Toptal,Expert,Canada,PayPal,249,1291,20.11,56.03,4.63,17,Hourly,41.14,139
1035,App Development,Freelancer,Beginner,Australia,Crypto,254,1792,66.93,53.85,4.09,55,Hourly,44.23,184
1036,Customer Support,Fiverr,Expert,USA,PayPal,167,5759,32.61,84.81,4.93,88,Fixed,34.62,172
1037,App Development,Upwork,Expert,UK,Mobile Banking,52,6049,97.53,66.99,3.1,6,Fixed,73.67,375
1038,Web Development,Toptal,Intermediate,Europe,Bank Transfer,75,4140,47.89,86.24,4.01,35,Hourly,49.83,10
1039,Digital Marketing,Upwork,Intermediate,USA,PayPal,138,8210,15.6,53.27,4.44,50,Fixed,63.35,396
1040,Graphic Design,Fiverr,Intermediate,Middle East,Bank Transfer,243,6933,70.15,65.76,4.73,37,Hourly,66.83,158
1041,Digital Marketing,Toptal,Beginner,Australia,Crypto,72,5179,34.09,76.97,3.36,13,Fixed,33.93,204
1042,Content Writing,Toptal,Expert,UK,PayPal,282,4453,19.12,89.54,4.6,25,Fixed,40.36,229
1043,Web Development,Upwork,Expert,UK,Mobile Banking,36,6627,45.17,65.94,4.11,1,Fixed,69.39,25
1044,App Development,PeoplePerHour,Beginner,Asia,PayPal,127,4947,96.6,81.29,3.79,49,Fixed,35.43,318
1045,Customer Support,Upwork,Expert,Asia,PayPal,26,213,44.09,94.3,3.26,35,Fixed,65.58,158
1046,Customer Support,Upwork,Intermediate,USA,PayPal,159,3360,38.0,80.79,4.73,83,Hourly,75.87,277
1047,Customer Support,PeoplePerHour,Beginner,UK,Bank Transfer,114,3438,47.23,61.65,3.31,53,Fixed,53.62,389
1048,SEO,Fiverr,Expert,Australia,Bank Transfer,275,1045,6.15,51.22,3.62,52,Hourly,61.91,147
1049,Data Entry,Fiverr,Beginner,USA,Crypto,119,6211,17.64,93.5,3.58,54,Hourly,66.36,468
1050,Web Development,Toptal,Beginner,Europe,Crypto,224,1927,85.72,51.06,4.74,76,Hourly,69.15,265
1051,Content Writing,Freelancer,Expert,USA,Crypto,234,8153,97.91,93.74,4.35,47,Fixed,37.65,82
1052,App Development,Freelancer,Intermediate,USA,Crypto,256,3314,20.0,76.45,4.59,43,Hourly,13.59,418
1053,Content Writing,Toptal,Expert,Europe,PayPal,253,1398,55.87,96.95,3.5,20,Hourly,38.13,25
1054,Content Writing,Freelancer,Expert,Middle East,Bank Transfer,13,2301,96.8,89.94,4.25,33,Hourly,57.16,70
1055,App Development,Upwork,Intermediate,Asia,Bank Transfer,38,7340,19.88,99.9,4.14,16,Hourly,41.52,36
1056,Content Writing,Upwork,Expert,Australia,Bank Transfer,232,9835,22.7,67.54,4.67,78,Hourly,62.43,391
1057,Customer Support,PeoplePerHour,Expert,Middle East,Bank Transfer,77,8068,93.05,88.36,4.81,7,Hourly,34.99,132
1058,Graphic Design,PeoplePerHour,Expert,Middle East,Crypto,216,6640,72.04,70.1,3.02,70,Fixed,54.43,427
1059,Data Entry,Toptal,Beginner,Middle East,PayPal,76,7708,19.44,73.99,4.35,21,Hourly,23.05,483
1060,SEO,Toptal,Beginner,Asia,Bank Transfer,62,482,42.38,81.38,3.1,36,Hourly,62.46,125
1061,Content Writing,Toptal,Beginner,Canada,Mobile Banking,224,5793,10.35,93.68,4.1,86,Fixed,48.2,114
1062,Content Writing,Upwork,Expert,Asia,PayPal,279,5297,46.1,99.2,3.58,54,Hourly,24.28,91
1063,Digital Marketing,Freelancer,Intermediate,Middle East,Mobile Banking,253,7765,78.9,88.41,3.61,19,Fixed,30.43,241
1064,Data Entry,Toptal,Beginner,Canada,PayPal,20,3867,57.63,70.89,3.71,25,Fixed,62.4,450
1065,Web Development,Toptal,Intermediate,Europe,PayPal,79,1120,66.51,71.07,4.24,67,Hourly,43.78,486
1066,Data Entry,Upwork,Expert,Asia,PayPal,110,4650,36.05,86.88,3.67,53,Hourly,25.12,199
1067,Data Entry,Upwork,Beginner,Australia,Mobile Banking,140,8356,20.33,61.94,4.47,75,Fixed,77.71,206
1068,App Development,Upwork,Expert,Middle East,Bank Transfer,78,9681,6.25,55.52,3.81,48,Fixed,60.06,116
1069,App Development,Freelancer,Intermediate,UK,Bank Transfer,258,1044,83.02,67.73,3.14,42,Fixed,77.0,218
1070,App Development,Toptal,Beginner,Europe,Mobile Banking,22,4368,65.48,64.36,4.57,47,Fixed,39.9,304
1071,SEO,Fiverr,Beginner,Canada,Bank Transfer,47,4781,26.79,64.82,3.57,42,Hourly,43.26,242
1072,Customer Support,Fiverr,Beginner,Asia,Crypto,54,6118,44.75,61.68,3.87,2,Fixed,72.86,291
1073,Data Entry,Toptal,Beginner,Australia,Bank Transfer,7,7720,81.14,52.1,4.37,6,Fixed,46.75,463
1074,SEO,Toptal,Intermediate,USA,Crypto,236,4817,56.18,50.89,3.66,46,Fixed,59.51,281
1075,Content Writing,Toptal,Beginner,Australia,Crypto,223,1007,33.52,99.39,3.11,66,Hourly,27.65,300
1076,App Development,Toptal,Expert,Australia,Crypto,63,8337,30.38,71.39,3.75,81,Fixed,41.27,316
1077,Content Writing,Freelancer,Beginner,Middle East,Mobile Banking,288,2204,25.67,69.22,4.89,40,Fixed,18.64,171
1078,App Development,Fiverr,Intermediate,Middle East,Bank Transfer,68,681,83.25,83.98,4.28,58,Hourly,24.42,387
1079,Graphic Design,PeoplePerHour,Beginner,Asia,Bank Transfer,74,9943,60.28,60.91,4.34,78,Hourly,10.07,75
1080,SEO,Fiverr,Intermediate,Asia,Mobile Banking,146,6095,72.37,97.5,4.26,74,Fixed,12.75,208
1081,SEO,Fiverr,Intermediate,Canada,Mobile Banking,206,747,86.71,89.32,3.4,33,Fixed,78.41,313
1082,Customer Support,Upwork,Expert,Asia,Bank Transfer,211,81,98.75,54.47,3.84,62,Fixed,26.96,104
1083,Web Development,Toptal,Beginner,Canada,Mobile Banking,225,6259,28.7,70.88,4.5,12,Hourly,56.43,491
1084,Digital Marketing,Toptal,Beginner,Middle East,Mobile Banking,250,4924,22.19,93.96,3.2,49,Hourly,68.74,25
1085,Data Entry,Toptal,Beginner,Middle East,Crypto,85,5612,48.89,97.24,3.56,88,Fixed,48.55,350
1086,Web Development,Upwork,Expert,UK,Mobile Banking,255,8790,8.33,73.37,3.55,78,Fixed,20.72,78
1087,SEO,Freelancer,Expert,UK,Crypto,55,2298,80.21,80.67,3.86,5,Fixed,60.97,499
1088,Web Development,Freelancer,Intermediate,Europe,PayPal,289,6242,88.96,58.35,4.96,51,Hourly,52.02,481
1089,Graphic Design,PeoplePerHour,Intermediate,Middle East,Crypto,208,9945,70.17,99.56,3.14,69,Fixed,61.19,127
1090,Digital Marketing,Freelancer,Intermediate,USA,Crypto,29,6456,30.46,61.58,4.04,32,Fixed,63.88,412
1091,Customer Support,Freelancer,Expert,UK,Mobile Banking,45,1206,16.7,97.14,3.36,49,Hourly,78.28,136
1092,SEO,Toptal,Expert,Canada,Bank Transfer,73,8585,41.3,82.48,4.94,60,Fixed,50.15,333
1093,SEO,Fiverr,Expert,Australia,PayPal,8,5345,84.17,80.39,3.23,46,Hourly,33.91,35
1094,Data Entry,Freelancer,Intermediate,Asia,PayPal,244,6204,38.04,75.63,3.81,68,Hourly,55.39,387
1095,Customer Support,Freelancer,Expert,Asia,PayPal,35,2298,8.25,61.53,4.48,41,Fixed,14.79,58
1096,Customer Support,Upwork,Intermediate,Europe,Bank Transfer,121,9186,31.06,58.83,4.41,81,Hourly,72.82,229
1097,App Development,PeoplePerHour,Intermediate,UK,PayPal,199,3335,99.04,61.02,3.85,67,Hourly,18.36,420
1098,Digital Marketing,Upwork,Beginner,Australia,PayPal,94,9572,69.28,59.32,3.69,13,Fixed,32.95,123
1099,Graphic Design,Toptal,Beginner,Australia,Bank Transfer,182,2053,90.58,88.98,3.8,18,Hourly,67.1,87
1100,Content Writing,Fiverr,Beginner,UK,PayPal,149,3665,78.61,67.51,3.53,87,Hourly,51.81,336
1101,Web Development,PeoplePerHour,Intermediate,USA,Mobile Banking,206,3722,56.27,52.89,3.41,51,Fixed,37.55,140
1102,Customer Support,Upwork,Beginner,USA,Mobile Banking,207,7508,19.13,98.46,3.97,36,Fixed,43.14,403
1103,Data Entry,Freelancer,Beginner,Europe,Crypto,28,2205,38.12,94.19,3.54,81,Fixed,69.82,272
1104,SEO,Freelancer,Beginner,USA,Crypto,109,3529,60.46,96.39,3.57,34,Fixed,33.8,50
1105,Content Writing,PeoplePerHour,Expert,Europe,Crypto,279,101,87.71,99.75,4.31,12,Fixed,70.88,474
1106,Graphic Design,Freelancer,Intermediate,Canada,Mobile Banking,64,2209,30.52,58.69,4.94,5,Hourly,16.17,54
1107,Digital Marketing,Upwork,Beginner,UK,Mobile Banking,19,4440,16.52,69.81,4.21,48,Hourly,64.38,416
1108,Customer Support,Upwork,Expert,Australia,Mobile Banking,89,3701,58.09,87.91,3.15,40,Hourly,69.33,404
1109,Web Development,Freelancer,Expert,Europe,Crypto,201,7406,21.77,84.8,3.15,13,Hourly,22.73,336
1110,Customer Support,Freelancer,Expert,Asia,Crypto,239,2162,62.98,57.69,4.9,26,Hourly,40.12,149
1111,Data Entry,Toptal,Beginner,USA,Crypto,267,5815,30.03,90.79,3.59,14,Fixed,21.58,152
1112,Customer Support,Fiverr,Expert,Asia,Crypto,10,1404,26.94,61.22,3.18,11,Fixed,59.46,450
1113,Customer Support,PeoplePerHour,Intermediate,Europe,Crypto,293,5670,42.92,61.19,4.2,38,Fixed,47.47,218
1114,Customer Support,Upwork,Expert,Middle East,Crypto,62,3804,61.35,76.85,4.25,80,Fixed,54.47,218
1115,SEO,PeoplePerHour,Expert,Europe,Mobile Banking,149,259,56.81,79.65,4.3,57,Hourly,23.75,365
1116,SEO,Toptal,Expert,USA,Bank Transfer,46,6282,28.25,79.0,3.53,22,Fixed,24.82,395
1117,Content Writing,Upwork,Expert,Middle East,Bank Transfer,204,7896,89.66,54.57,3.03,16,Fixed,12.9,398
1118,Content Writing,Toptal,Intermediate,Middle East,Crypto,178,6221,15.44,93.87,4.93,77,Hourly,32.54,485
1119,Web Development,Toptal,Beginner,USA,Bank Transfer,99,287,8.75,63.28,3.5,76,Hourly,49.18,467
1120,Digital Marketing,Freelancer,Intermediate,Middle East,Bank Transfer,221,8577,62.26,56.48,4.35,82,Fixed,70.06,341
1121,Graphic Design,PeoplePerHour,Intermediate,UK,Mobile Banking,115,8125,16.72,94.44,4.41,29,Hourly,56.68,257
1122,App Development,PeoplePerHour,Beginner,Australia,Crypto,184,1626,52.96,97.78,4.22,82,Hourly,40.48,387
1123,Digital Marketing,Freelancer,Expert,Asia,Crypto,167,8741,95.42,93.11,3.63,2,Fixed,76.72,44
1124,Digital Marketing,PeoplePerHour,Beginner,UK,Bank Transfer,123,9806,71.37,90.48,3.54,54,Hourly,60.35,268
1125,Digital Marketing,Freelancer,Beginner,UK,Crypto,232,9032,63.66,82.76,4.2,2,Fixed,75.11,310
1126,App Development,Upwork,Intermediate,USA,Crypto,149,3590,59.61,77.54,4.73,3,Hourly,46.93,159
1127,Web Development,Toptal,Beginner,USA,Crypto,146,9377,22.06,54.35,4.89,56,Hourly,28.12,277
1128,App Development,Toptal,Expert,Asia,Crypto,126,7307,46.1,70.42,3.21,72,Hourly,13.7,344
1129,Web Development,PeoplePerHour,Intermediate,Australia,Bank Transfer,289,199,37.54,68.63,3.31,11,Hourly,60.83,474
1130,App Development,Fiverr,Expert,Europe,PayPal,230,1674,95.54,62.99,4.89,76,Fixed,18.49,54
1131,Graphic Design,Toptal,Intermediate,UK,Bank Transfer,261,7711,28.02,86.17,4.47,32,Hourly,31.19,144
1132,Customer Support,Freelancer,Expert,Middle East,Mobile Banking,289,2624,49.79,74.79,4.77,4,Fixed,47.27,453
1133,Digital Marketing,Fiverr,Beginner,Australia,PayPal,169,4478,94.12,54.05,3.41,9,Fixed,49.51,234
1134,Customer Support,Fiverr,Beginner,UK,PayPal,225,7579,79.97,61.01,4.18,88,Hourly,52.04,178
1135,Web Development,Toptal,Beginner,Europe,PayPal,73,4319,96.63,84.16,4.4,56,Hourly,21.64,207
1136,App Development,Toptal,Expert,Middle East,Bank Transfer,228,7819,62.79,53.81,4.36,16,Fixed,36.58,135
1137,Graphic Design,Toptal,Intermediate,UK,Mobile Banking,128,2158,36.71,92.56,3.82,81,Hourly,53.2,444
1138,App Development,Freelancer,Intermediate,Canada,Bank Transfer,16,3997,83.53,74.76,3.03,86,Hourly,77.89,352
1139,Customer Support,Fiverr,Intermediate,Asia,Mobile Banking,56,7949,32.69,74.03,4.17,71,Fixed,60.93,393
1140,SEO,PeoplePerHour,Beginner,Australia,Bank Transfer,133,4964,20.65,79.62,3.51,10,Hourly,74.58,481
1141,Graphic Design,Freelancer,Expert,Asia,Bank Transfer,139,6717,72.1,91.23,3.9,36,Fixed,63.35,274
1142,Digital Marketing,Upwork,Intermediate,USA,Bank Transfer,149,2313,65.7,67.39,4.92,24,Hourly,51.42,383
1143,Data Entry,Toptal,Expert,UK,PayPal,131,9854,88.5,83.9,3.8,64,Hourly,23.44,397
1144,Digital Marketing,Fiverr,Intermediate,Middle East,Bank Transfer,230,3865,96.38,78.29,4.68,56,Hourly,56.67,322
1145,Data Entry,Freelancer,Beginner,Middle East,Mobile Banking,75,627,86.43,63.35,3.38,78,Hourly,53.64,182
1146,Graphic Design,Upwork,Expert,Australia,Mobile Banking,277,472,10.7,93.93,4.34,78,Hourly,52.17,60
1147,SEO,Freelancer,Intermediate,Australia,Mobile Banking,191,2813,68.13,89.87,4.95,89,Hourly,44.29,439
1148,Customer Support,Freelancer,Intermediate,Asia,PayPal,7,1279,79.55,82.92,3.2,22,Fixed,47.01,62
1149,SEO,PeoplePerHour,Intermediate,Middle East,Bank Transfer,289,3226,98.28,92.53,3.02,52,Fixed,33.41,360
1150,Web Development,PeoplePerHour,Intermediate,Middle East,Bank Transfer,26,8995,40.59,93.36,3.87,50,Hourly,46.35,214
1151,SEO,Freelancer,Beginner,Middle East,Crypto,170,737,21.14,85.42,3.19,47,Hourly,23.83,359
1152,Content Writing,Upwork,Intermediate,UK,PayPal,250,772,86.03,91.85,4.5,23,Fixed,66.36,138
1153,Graphic Design,Fiverr,Intermediate,Middle East,Mobile Banking,238,796,35.16,84.87,4.83,76,Fixed,23.0,430
1154,Customer Support,Fiverr,Beginner,USA,Mobile Banking,162,4387,61.83,84.01,3.87,83,Fixed,15.95,133
1155,Customer Support,Toptal,Intermediate,Middle East,Bank Transfer,155,2762,42.04,80.93,3.52,19,Hourly,40.54,33
1156,Web Development,Toptal,Expert,USA,Mobile Banking,217,757,43.22,87.64,3.87,52,Hourly,56.08,192
1157,Customer Support,Fiverr,Expert,UK,Bank Transfer,222,8676,74.58,57.93,4.45,34,Hourly,40.64,354
1158,SEO,Freelancer,Intermediate,Australia,Bank Transfer,250,533,39.34,94.04,3.02,29,Fixed,29.37,472
1159,Graphic Design,Freelancer,Beginner,USA,Crypto,280,1583,70.84,93.59,4.18,61,Fixed,49.07,319
1160,Digital Marketing,PeoplePerHour,Beginner,UK,PayPal,155,219,6.36,51.46,4.23,85,Hourly,34.29,476
1161,SEO,PeoplePerHour,Beginner,Middle East,Bank Transfer,200,1070,35.84,91.29,4.28,35,Fixed,75.3,86
1162,App Development,Toptal,Intermediate,UK,Bank Transfer,25,7143,35.31,56.44,3.48,5,Hourly,74.59,209
1163,Data Entry,Fiverr,Intermediate,Middle East,Bank Transfer,261,6516,76.14,66.76,4.43,76,Hourly,45.17,461
1164,Graphic Design,Freelancer,Expert,Asia,Crypto,21,897,34.88,87.18,3.18,7,Fixed,32.95,80
1165,Customer Support,Fiverr,Beginner,UK,Bank Transfer,55,8937,65.17,58.04,3.4,41,Hourly,61.6,321
1166,Web Development,Upwork,Intermediate,Australia,PayPal,274,3396,70.41,90.9,4.75,2,Fixed,12.57,414
1167,Digital Marketing,Fiverr,Intermediate,USA,PayPal,87,4063,67.55,91.61,4.48,89,Fixed,43.23,338
1168,Content Writing,Upwork,Intermediate,Asia,Mobile Banking,128,8128,62.31,75.37,3.03,10,Hourly,33.54,479
1169,Digital Marketing,PeoplePerHour,Beginner,Australia,PayPal,294,81,44.29,50.32,3.5,44,Hourly,74.44,189
1170,SEO,PeoplePerHour,Beginner,Canada,Mobile Banking,266,8418,40.46,64.35,3.43,70,Fixed,10.84,437
1171,Data Entry,Toptal,Expert,Middle East,PayPal,53,7927,58.64,80.85,3.54,35,Hourly,48.7,347
1172,Digital Marketing,Fiverr,Beginner,USA,Mobile Banking,10,6220,11.05,99.06,3.5,62,Fixed,61.85,232
1173,Content Writing,Fiverr,Intermediate,Australia,Bank Transfer,121,7880,88.2,81.59,3.13,74,Hourly,43.95,391
1174,App Development,Upwork,Expert,USA,Crypto,122,9744,83.4,62.99,3.92,73,Fixed,15.98,425
1175,Web Development,PeoplePerHour,Beginner,Canada,Crypto,267,2365,37.91,81.7,4.47,20,Fixed,78.07,168
1176,Graphic Design,Upwork,Beginner,Europe,Crypto,133,115,58.85,77.0,4.21,35,Hourly,46.26,442
1177,Data Entry,PeoplePerHour,Beginner,Middle East,Bank Transfer,175,1978,93.56,88.99,4.35,37,Hourly,52.99,250
1178,Content Writing,Upwork,Beginner,Middle East,Crypto,31,5061,30.81,55.35,3.16,72,Fixed,26.56,167
1179,Customer Support,PeoplePerHour,Intermediate,UK,PayPal,203,7583,75.53,88.05,4.9,54,Fixed,43.84,230
1180,SEO,Upwork,Beginner,Middle East,Mobile Banking,101,6275,12.86,77.06,4.68,80,Fixed,40.04,149
1181,SEO,PeoplePerHour,Intermediate,Middle East,Bank Transfer,21,5497,54.72,98.15,4.61,28,Fixed,15.24,151
1182,SEO,Upwork,Intermediate,Australia,Crypto,177,634,88.98,67.09,4.65,70,Hourly,17.43,37
1183,Customer Support,Fiverr,Intermediate,Asia,PayPal,105,6520,57.41,81.63,4.87,32,Hourly,68.62,385
1184,Customer Support,Toptal,Expert,Middle East,PayPal,190,6735,63.54,96.6,4.09,11,Hourly,26.79,380
1185,Data Entry,Upwork,Intermediate,Middle East,Bank Transfer,188,5294,91.23,55.13,3.4,42,Fixed,23.65,296
1186,Digital Marketing,Toptal,Beginner,Canada,Bank Transfer,219,8204,72.96,96.86,4.23,23,Hourly,45.34,488
1187,Data Entry,Fiverr,Expert,Asia,Crypto,255,8001,71.11,84.39,4.49,30,Fixed,63.81,274
1188,SEO,Fiverr,Beginner,Canada,Mobile Banking,220,1798,60.71,53.39,4.48,9,Fixed,14.34,104
1189,App Development,PeoplePerHour,Intermediate,USA,Crypto,33,7720,65.13,65.05,4.04,88,Hourly,50.38,385
1190,Content Writing,Toptal,Beginner,USA,Crypto,106,2254,81.35,85.41,3.14,59,Hourly,18.34,347
1191,Graphic Design,Freelancer,Expert,Middle East,Bank Transfer,127,1942,98.03,53.37,3.74,28,Fixed,12.55,351
1192,Graphic Design,PeoplePerHour,Expert,Middle East,Crypto,58,7068,80.56,79.11,4.84,88,Fixed,13.69,61
1193,Data Entry,Toptal,Beginner,UK,Crypto,287,3143,72.22,67.29,4.17,79,Hourly,68.39,466
1194,SEO,Upwork,Beginner,USA,Mobile Banking,106,1023,17.88,81.05,4.08,33,Fixed,18.26,15
1195,Customer Support,Upwork,Beginner,Australia,PayPal,121,4074,82.62,52.29,3.54,47,Hourly,13.16,349
1196,Web Development,Fiverr,Expert,Middle East,PayPal,108,9684,74.92,93.58,3.74,22,Hourly,40.65,149
1197,App Development,Freelancer,Intermediate,Australia,Mobile Banking,49,6665,78.19,98.67,4.79,29,Fixed,69.08,141
1198,Data Entry,Upwork,Beginner,Middle East,PayPal,118,4379,26.95,98.44,4.33,34,Fixed,28.37,115
1199,SEO,Toptal,Intermediate,Australia,Crypto,35,6765,90.83,87.48,4.57,42,Fixed,39.52,311
1200,Digital Marketing,Toptal,Expert,Europe,Mobile Banking,168,1527,14.24,56.5,3.91,52,Fixed,12.79,64
1201,Graphic Design,Upwork,Beginner,Australia,Mobile Banking,193,5739,29.09,87.91,4.26,47,Fixed,41.44,428
1202,Graphic Design,Toptal,Beginner,Asia,Bank Transfer,297,9012,67.99,51.23,3.5,74,Hourly,50.43,309
1203,App Development,Toptal,Expert,USA,PayPal,199,7379,69.0,51.11,4.41,51,Hourly,49.96,193
1204,Graphic Design,Fiverr,Beginner,Middle East,Bank Transfer,296,6494,34.77,66.18,3.86,45,Hourly,33.27,341
1205,Web Development,Freelancer,Intermediate,USA,Crypto,265,8547,71.64,74.43,3.89,75,Hourly,32.09,429
1206,SEO,Fiverr,Expert,Asia,Mobile Banking,211,51,41.85,88.52,4.3,34,Fixed,17.46,160
1207,SEO,Freelancer,Expert,Asia,Crypto,56,8512,5.02,84.16,4.87,21,Hourly,35.68,462
1208,App Development,Toptal,Beginner,Australia,PayPal,53,6893,20.45,72.3,3.13,13,Fixed,16.96,305
1209,SEO,Freelancer,Expert,Canada,Bank Transfer,10,9105,88.85,63.68,4.65,54,Fixed,63.66,360
1210,Customer Support,Toptal,Beginner,Canada,PayPal,228,6022,26.16,99.86,3.58,25,Fixed,77.64,277
1211,App Development,Toptal,Beginner,Asia,Crypto,27,7953,15.73,71.31,3.89,21,Fixed,77.91,295
1212,SEO,Fiverr,Expert,Canada,Bank Transfer,149,5155,69.81,72.57,3.04,1,Fixed,70.55,38
1213,Web Development,Fiverr,Beginner,Middle East,PayPal,114,7752,46.87,58.18,3.6,58,Hourly,52.06,360
1214,Content Writing,PeoplePerHour,Intermediate,UK,Crypto,216,2964,80.68,89.74,4.01,69,Fixed,59.06,168
1215,Data Entry,Upwork,Intermediate,Europe,PayPal,45,5206,86.84,84.68,3.11,86,Fixed,29.96,458
1216,Data Entry,PeoplePerHour,Beginner,Australia,Mobile Banking,176,8348,85.37,61.04,3.98,71,Hourly,54.15,67
1217,SEO,PeoplePerHour,Intermediate,UK,Bank Transfer,190,3218,34.74,54.12,4.85,13,Hourly,41.9,6
1218,Digital Marketing,Freelancer,Beginner,Canada,Bank Transfer,218,2649,53.03,84.02,3.21,52,Hourly,43.74,84
1219,Graphic Design,Toptal,Intermediate,Australia,Bank Transfer,56,5766,66.76,82.73,4.53,23,Fixed,63.04,198
1220,Web Development,Toptal,Expert,UK,Mobile Banking,74,2285,35.59,63.66,3.82,21,Fixed,29.73,131
